flight_number,departure_airport,arrival_airport,departure_date,departure_time,arrival_date,arrival_time,duration,airline,price
6459,ILO,SOA,11/29/2021,,4/4/2021,8:12 AM,11.5,British Airways,220.98
3584,NRN,GAY,12/26/2021,7:56 PM,11/13/2022,4:43 PM,12.85,British Airways,843.02
5495,PXO,TAP,5/28/2022,12:38 PM,,9:01 PM,11.73,Southwest,347.38
7691,HDH,RUH,7/6/2021,5:14 AM,3/1/2022,8:52 PM,14.0,Southwest,976.6
7484,SJO,BDR,8/26/2021,9:44 AM,10/19/2021,5:22 AM,22.95,Air France,265.85
5436,RET,,1/15/2022,5:22 AM,9/1/2021,8:14 PM,7.51,American,574.27
7751,MDR,KLZ,1/13/2021,3:40 AM,1/16/2022,3:12 AM,8.54,British Airways,786.01
9232,IQM,KLQ,2/14/2022,10:21 AM,2/8/2022,9:32 AM,19.14,JetBlue,323.26
4984,IFH,SCQ,2/12/2021,10:32 PM,4/13/2021,1:02 AM,,Qatar Airways,425.8
2696,LHE,BLG,10/23/2022,11:44 AM,10/16/2022,12:19 PM,6.8,JetBlue,626.9
5980,HGI,MPO,11/10/2022,2:51 AM,1/3/2022,4:24 PM,15.08,American,588.26
7958,JGN,NQX,12/24/2022,1:40 PM,7 16/2021,5:47 AM,14.34,American,989.17
8403,CGH,AUH,8/12/2022,7:32 AM,12/20/2022,12:23 PM,15.78,,496.91
7779,MLQ,USL,12/1/2021,12:01 AM,11/2/2021,6:26 AM,14.35,Air France,636.07
9298,RMS,GLS,1/1/2021,3:30 AM,5/11/2021,8:38 AM,4.18,Air France,351.03
,TOZ,,9/24/2021,3:04 AM,10/24/2021,8:12 AM,13.24,Lufthansa,165.74
7051,GZO,RVA,5/1/2021,5:48 AM,7/11/2021,9:29 AM,11.08,Air France,526.12
1709,WGT,BTO,9/14/2022,1:16 AM,6/5/2022,12:20 AM,14.4,Delta,578.09
,NGK,,8/21/2022,7:06 AM,6/1/2021,4:10 AM,5.16,Air France,748.32
9791,YEQ,HEY,9/15/2021,10:06 AM,10/26/2022,4:06 AM,1.52,British Airways,683.19
7023,TSI,ZHA,2/5/2022,5:15 AM,3/7/2021,12:39 AM,1.06,Lufthansa,532.06
8839,DDG,WDN,7/15/2021,8:34 AM,11/12/2022,5:13 PM,1.98,Southwest,
6943,BDB,NAU,1/23/2021,3:35 PM,,12:07 AM,18.49,British Airways,404.53
7555,BMN,QVR,2/28/2022,11:33 PM,,7:06 AM,20.12,Southwest,798.23
1385,BSY,GFE,3/8/2021,5:13 AM,4/10/2021,3:32 PM,8.96,Lufthansa,284.01
2852,PHK,KMK,12/19/2021,4:47 AM,7/2/2022,3:13 AM,5.69,United,591.41
5944,MDB,OUH,11/1/2021,4:16 AM,7/28/2021,12:05 AM,9.66,Lufthansa,127.88
2246,MZJ,MCR,9/10/2022,9:13 PM,2/4/2021,10:56 PM,18.51,Air France,394.44
2312,IMP,WKI,8/15/2022,12:46 PM,4/12/2022,10:16 PM,16.98,Emirates,733.57
5239,UAE,IWJ,5/9/2022,1:06 AM,12/12/2021,12:01 PM,3.63,JetBlue,282.02
,HPV,ANO,6/11/2021,3:22 AM,9/27/2021,5:14 AM,12.38,Lufthansa,793.96
4406,KUO,GYS,10/3/2022,10:48 AM,6/6/2021,7:36 AM,21.73,JetBlue,802.95
8951,GMP,NFL,2/3/2021,5:05 PM,1/9/2022,5:36 AM,19.18,United,289.46
9571,LBN,FMS,10/5/2021,2:23 AM,7/12/2021,12:35 PM,15.59,British Airways,178.87
4634,ESS,KNF,,7:05 AM,4/26/2021,2:53 PM,10.0,United,836.75
8744,CGF,MQN,2/23/2021,,8/3/2022,7:37 PM,6.75,Lufthansa,510.36
1635,SRF,ADO,6/15/2021,,9/8/2022,10:44 AM,13.09,Emirates,229.99
2416,ENS,NHV,1214/2021,5:13 PM,7/15/2022,1:37 AM,1.62,,793.46
7480,SOC,SXM,6/5/2021,10:24 AM,7/14/2022,6:19 PM,1.37,Air France,250.34
2077,LGW,AVX,9/26/2021,10:08 AM,12/16/2021,12:33 PM,16.48,Delta,578.98
9401,ARX,SSN,9/9/2022,11:49 PM,4/5/2021,3:56 PM,16.41,American,150.55
4005,CSD,,8/1/2021,,12/13/2022,11:16 AM,2.27,American,475.25
8726,CBF,ZLO,7/8/2021,7:43 AM,11/17/2022,3:13 AM,1.93,JetBlue,597.09
9321,HAT,THH,8/19/2022,11:31 PM,6/29/2021,2:17 PM,6.9,Lufthansa,508.62
5565,YEV,BTA,6/28/2022,10:55 AM,3/29/2021,1:18 PM,21.2,Qatar Airways,146.87
9361,SOY,DRA,7/4/2022,10:37 AM,10/25/2022,4:18 PM,15.18,Southwest,703.43
5482,PYX,,7/19/2021,11:31 PM,9/27/2021,,20.22,Delta,372.7
9473,CIC,GBK,8/4/2021,3:16 PM,10/13/2021,11:47 AM,1.91,British Airways,327.96
7715,TAW,WUI,3/18/2021,4:49 PM,5/14/2021,5:33 AM,,JetBlue,746.28
6093,MQA,,2/2/2022,3:25 AM,5/8/2021,2:11 AM,9.24,Qatar Airways,815.47
6006,SPH,MMC,2/16/2021,11:58 PM,2/18/2022,,6.54,British Airways,832.72
5476,BWM,EBW,6/7/2022,1:46 PM,10/1/2022,4:19 PM,2.39,Emirates,410.91
6235,GVL,KBT,7/9/2021,5:42 PM,8/4/2021,11:11 AM,16.84,United,210.73
4763,ASU,HRG,5/26/2022,10:34 PM,9/16/2022,8:03 PM,8.62,American,275.14
9702,AUT,NGE,3/20/2022,11:30 AM,3/14/2021,2:50 AM,12.53,American,402.27
6805,VVN,UKG,1/20/2021,2:49 AM,6/16/2022,2:54 AM,22.8,British Airways,463.13
,YKN,PZS,,10:54 PM,10/10/2022,,1.93,Southwest,473.97
1924,NTD,BDM,10/24/2022,12:06 AM,5/29/2022,1:56 PM,18.37,,309.86
3469,JAN,NTA,3/12/2022,12:10 AM,9/4/2022,9:30 PM,1.61,Lufthansa,819.44
5551,PYY,PCV,11/27/2022,1:09 PM,4/29/2021,1:45 AM,16.27,Qatar Airways,748.23
6623,LYB,EUO,9/1/2022,7:20 PM,3/1/2021,12:34 AM,16.39,American,173.82
2071,HEX,,9/4/2021,6:23 AM,2/17/2022,9:24 PM,13.34,Lufthansa,255.71
1540,ZHM,OSE,9/9/2022,1:03 PM,5/17/2022,7:41 AM,7.13,Southwest,136.75
4183,IGN,HIE,3/18/2022,4:00 AM,11/12/2022,1:47 PM,,Lufthansa,581.89
3818,YYR,IFL,11/18/2021,12:31 AM,1/26/2021,10:08 AM,8.91,Delta,765.59
6799,YBA,HUV,8/1/2021,7:00 PM,12/13/2022,12:50 PM,11.03,Emirates,904.47
7477,VAL,OCE,5/25/2021,2:45 PM,,6:45 PM,17.43,Southwest,928.81
9203,BQI,YXI,9/15/2022,10:59 PM,7/28/2021,10:07 PM,9.7,Qatar Airways,727.85
1014,IDK,,12/31/2021,2:39 PM,4/21/2022,9:32 AM,20.47,Southwest,774.65
5241,FMG,RPV,10/28/2022,5:08 PM,12/21/2022,2:10 AM,1.9,Southwest,802.28
8363,SFO,SHW,2/12/2021,,9/10/2022,10:09 PM,6.89,Air France,915.77
1535,TOK,JIW,1/24/2022,3:49 PM,11/13/2021,10:29 AM,9.48,,962.03
9697,AGK,OIC,1/23/2022,9:06 AM,11/20/2022,8:28 AM,8.56,Qatar Airways,218.95
4058,SAA,ANC,12/19/2022,,9/16/2021,11:50 PM,20.81,Delta,184.65
2316,IDB,SFT,7/14/2021,,4/10/2021,9:05 PM,8.97,JetBlue,119.1
4863,ESG,TAY,9/29/2021,,11/20/2022,9:19 AM,11.18,Emirates,593.01
8958,GLD,CDO,4/7/2022,6:15 AM,5/4/2022,9:16 PM,17.15,Delta,89.51
5741,CPS,KNO,12/20/2022,10:45 AM,12/29/2022,12:02 AM,6.64,JetBlue,91.78
3560,ADE,YGB,12/21/2022,7:03 AM,4/27/2022,3:49 PM,12.1,JetBlue,71.46
8712,FFL,AID,9/12/2022,11:25 AM,5/9/2021,9:13 AM,20.26,Delta,874.68
9957,AKA,GYR,11/23/2022,3:24 PM,6/11/2022,5:26 PM,18.73,Lufthansa,
9523,YAN,WMX,9/28/2022,3:26 AM,2/5/2021,1:05 PM,21.13,Air France,617.34
2564,JOP,SGK,6/8/2021,7:00 PM,4/16/2022,11:26 PM,6.4,JetBlue,360.83
1318,VIB,BKZ,9/1/2022,7:59 PM,11/10/2022,10:43 AM,17.52,Air France,830.31
3131,HIJ,ATC,10/5/2021,8:42 PM,2/8/2021,6:29 AM,18.9,JetBlue,927.77
1018,BOM,TNQ,12/9/2021,3:08 AM,3/11/2022,9:19 AM,17.45,Delta,
1980,CXA,YMB,12/19/2022,,3/8/2022,4:32 PM,9.46,Emirates,
3506,FBU,LEV,8/29/2022,11:37 PM,9/10/2022,5:23 AM,2.97,Qatar Airways,132.59
5110,HOH,NGU,2/7/2022,10:57 AM,8/27/2021,9:08 PM,5.57,,51.8
5035,MXY,KWN,10/14/2021,12:48 PM,,10:49 AM,22.38,Delta,413.06
3286,VNO,MAF,9/23/2022,4:02 PM,1/16/2021,12:48 PM,16.5,British Airways,768.58
5878,BUF,BXK,4/29/2022,2:53 AM,5/2/2022,5:51 AM,21.05,British Airways,614.86
6327,HNE,QNV,5/23/2021,6:56 PM,3/30/2022,11:31 AM,17.01,United,546.3
2972,VLP,ZMM,12/6/2022,6:16 PM,8/20/2022,1:45 AM,3.98,Delta,847.63
3909,RSK,ANJ,3/4/2022,1:58 AM,1/4/2021,1:47 PM,6.12,United,510.46
5816,OZC,SRF,2/23/2021,,11/18/2022,9:30 PM,3.92,Emirates,340.92
4966,YXH,MJN,10/6/2021,12:18 AM,9/6/2021,10:47 AM,7.67,Emirates,585.41
9997,LGP,CUG,3/30/2021,9:02 AM,4/30/2022,1:19 AM,4.03,Delta,994.94
9552,,BDU,11/20/2022,,4/1/2021,10:46 PM,17.04,Lufthansa,369.93
1638,BTF,BKY,3/29/2021,6:29 PM,4/3/2021,,6.2,Lufthansa,194.02
6104,QJB,GWL,11/1/2021,7:35 PM,4/14/2021,3:10 PM,5.04,Air France,974.51
8545,UAQ,ALC,7/19/2022,,4/14/2022,6:50 PM,20.99,British Airways,674.98
4915,OYE,RUU,7/30/2021,8:18 PM,4/27/2021,9:42 PM,4.88,Southwest,505.26
4659,MYB,KZO,3/28/2021,6:50 PM,9/24/2021,5:46 PM,9.04,Southwest,627.74
9518,DBS,LAA,11/27/2021,11:23 AM,12/7/2021,2:55 PM,19.61,United,723.87
4579,JAG,TAT,9/12/2021,11:19 PM,7/30/2022,10:35 PM,11.55,Southwest,598.79
9643,HGU,YBS,,,6/13/2022,7:22 PM,22.65,JetBlue,516.51
6429,SSH,MVD,4/18/2022,9:22 AM,10/16/2022,11:03 PM,12.86,Lufthansa,507.6
7236,VCH,,9/30/2022,6:28 AM,4/9/2021,2:31 AM,17.31,JetBlue,244.19
2939,BLX,IXV,10/10/2021,10:18 AM,1/16/2021,10:48 AM,20.92,,356.53
5658,MDU,GVR,12/5/2021,8:25 AM,12/1/2022,11:48 AM,13.14,United,780.83
8555,VLE,FRB,,8:19 PM,4/17/2022,9:12 PM,5.3,Delta,711.51
8186,NAU,PHT,12/23/2022,9:51 PM,7/24/2021,7:27 PM,2.71,,225.93
7876,SSC,MRH,12/15/2021,4:53 AM,1/2/2022,5:54 AM,4.7,Lufthansa,964.76
2106,WLA,AKB,2/6/2022,,3/8 2021,3 2 AM,10.58,Air France,
7842,VIX,BVF,3/3/2021,3:44 PM,,4:31 AM,1.08,JetBlue,60.98
8988,GWL,BTR,10/9/2022,8:30 PM,12/24/2021,5:01 PM,19.72,British Airways,461.09
2644,YUB,CKL,6/1/2021,7:34 AM,5/22/2021,1:48 PM,1.67,Qatar Airways,239.71
6429,NMT,BMT,10/12/2021,7:49 PM,2/22/2022,6:56 PM,3.23,United,696.16
6863,BCB,OCH,6/25/2021,1:04 PM,3/19/2022,9:41 AM,14.26,American,886.5
4835,AAB,MMS,1/2/2022,8:25 AM,7/25/2021,8:56 PM,10.65,American,211.38
8605,MGH,SVV,2/13/2021,,8/24/2022,1:53 AM,18.25,American,901.49
1481,MTS,DHF,9/6/2021,5:09 PM,10/30/2021,3:32 AM,20.66,British Airways,371.42
,IFU,BCA,1/22/2022,4:29 PM,3/8/2021,6:20 AM,21.31,British Airways,365.21
7840,AXT,KKK,2/18/2021,12:54 AM,5/20/2021,5:46 AM,3.62,United,161.73
9644,CDA,PRD,2/21/2022,6:09 PM,8/3/2022,3:15 AM,15.45,United,61.55
6630,SEF,VVI,10/27/2021,5:48 PM,9/25/2021,3:02 AM,1.22,Delta,987.9
,IPE,CYM,9/26/2021,5:31 PM,9/10/2022,7:56 PM,10.36,JetBlue,817.57
5664,BIW,LIW,1/9/2022,10:17 PM,5/28/2022,2:41 AM,13.77,JetBlue,180.68
8597,WAW,CHQ,1/21/2021,,10/14/2021,3:58 PM,12.72,Southwest,253.1
,LJU,ULA,9/2/2021,3:38 AM,7/7/2022,10:42 PM,12.36,American,751.78
3893,TZM,LTP,11/29/2021,7:43 PM,8/12/2021,4:46 AM,23.95,Emirates,277.48
,INA,BDV,6/25/2022,7:42 PM,9/3/2021,2:01 AM,15.94,Delta,625.16
,YRO,AIL,10/8/2021,10:53 AM,7/21/2021,9:52 AM,10.24,JetBlue,206.97
2952,RMT,ABX,8/13/2021,12:18 PM,2/24/2022,10:28 AM,5.46,United,749.21
3953,VSA,UVE,11/8/2021,1:39 AM,1/20/2022,5:08 PM,7.98,Emirates,885.23
5245,OHO,RDA,7/16/2021,5:52 AM,1/7/2021,,11.85,Southwest,792.66
5052,,ROH,4/10/2022,10:42 PM,3/8/2022,2:08 AM,17.36,Emirates,878.71
3243,ZTB,CUI,2/5/2021,11:51 PM,9/11/2022,1:08 PM,10.01,Qatar Airways,903.8
7810,XAR,PRZ,11/18/2022,8:05 PM,3/18/2022,2:43 AM,20.65,Delta,753.2
1980,RCN,WUV,5/8/2021,2:38 AM,8/19/2022,3:37 AM,15.57,British Airways,382.55
,BYJ,SSV,8/25/2021,9:05 PM,10/3/2022,6:48 PM,10.37,Delta,753.19
6327,LES,MZK,3/4/2021,7:06 PM,4/26/2021,2:11 AM,23.47,JetBlue,789.5
3903,DBV,SHB,11/18/2021,5:49 PM,7/4/2021,2:33 AM,3.91,United,559.93
4717,CAJ,OTK,,6:04 PM,11/9/2022,4:16 AM,15.53,United,489.19
4448,BKE,USS,11/2/2021,11:46 PM,12/21/2021,12:59 PM,19.63,Qatar Airways,
6945,TYF,HEH,5/18/2021,2:17 PM,2/6/2022,2:04 AM,12 09,British Airways,457.8
1958,CRH,RTI,2/12/2022,3:23 AM,8/25/2021,12:18 PM,12.45,JetBlue,713.31
8473,BVM,CSV,4/10/2021,8:00 AM,8/5/2021,2:36 PM,10.54,Southwest,558.35
5346,PKX,LEJ,8/4/2021,1:52 AM,11/14/2021,1:45 AM,2.64,Delta,392.16
3055,ATT,XIC,10/1/2021,6:46 AM,9/15/2021,6:23 AM,2.92,United,
7339,HMG,,2/16/2021,12:08 PM,1/29/2021,1:22 AM,6.05,Delta,752.77
5639,RSS,LGP,1/18/2021,5:39 PM,9/6/2022,3:27 PM,9.99,American,578.15
1091,CAD,YDT,8/9/2022,3:14 PM,1/6/2021,2:02 PM,8.85,Qatar Airways,323.75
9872,BLC,ESO,,12:23 PM,9/19/2022,12:41 AM,2.85,British Airways,943.81
1480,GFO,NKX,9/13/2022,2:35 PM,8/21/2021,1:23 AM,12.31,Southwest,443.59
4716,DVT,MVO,12/27/2022,1:13 AM,5/22/2022,10:10 AM,2.61,United,854.16
6951,TJK,AAB,6/15/2021,7:18 PM,1/17/2022,1:17 AM,18.96,United,768.24
9259,PVS,OOK,10/26/2021,8:25 PM,12/8/2022,2:18 PM,1.68,Lufthansa,775.71
1319,YZS,TLL,1/7/2022,12:16 AM,11/14/2022,1:35 AM,5.96,Delta,915.83
9850,RUA,BHI,1/1/2021,6:32 AM,5/24/2022,7:32 AM,7.1,Emirates,641.19
2826,TBQ,YAZ,4/23/2022,4:57 PM,12/19/2022,6:19 AM,21.17,British Airways,685.53
1249,MIU,VSG,10/20/2021,11:35 PM,,5:35 PM,4.09,,658.48
,MXP,LHG,7/17/2022,9:07 AM,9/16/2022,11:28 AM,9.64,Lufthansa,517.36
7929,PLT,YCH,,5:38 AM,9/30/2021,5:55 AM,1.15,Delta,131.57
5738,NOK,KMM,6/5/2021,6:35 AM,9/7/2022,11:33 PM,8.66,Qatar Airways,532.88
1671,NKI,CLQ,8/23/2022,1:07 AM,9/7/2022,7:05 PM,21.18,Air France,804.0
3223,TKB,PRX,5/12/2021,11:54 AM,10/21/2021,3:47 AM,1.03,British Airways,238.32
9749,FSL,MHI,4/23/2022,12:17 AM,3/6/2022,9:31 AM,13.64,Emirates,134.69
7454,UAX,PWK,8/9/2022,11:56 PM,4/25/2021,7:07 AM,10.7,Emir ates,459.01
8478,,ASC,4/25/2021,9:17 PM,4/12/2021,6:01 PM,12.73,Delta,943.35
8003,,VRY,8/2/2021,4:56 PM,10/18/2022,12:05 AM,20.28,Lufthansa,924.8
4690,ZTU,XCZ,10/29/2021,,5/7/2022,6:43 PM,2.12,American,734.0
8568,PIL,KRS,,10:02 AM,8/19/2022,7:22 AM,17.71,Lufthansa,599.75
3468,FYV,GEA,8/25/2022,9:55 PM,11/19/2022,6:23 PM,18.4,Qatar Airways,807.88
7423,AHJ,JEG,,9:03 AM,10/10/2021,7:20 PM,8.17,Qatar Airways,551.72
4491,REA,SLW,8/24/2022,5:34 PM,5/14/2021,4:51 AM,17.69,American,823.5
7973,HIL,ITR,4/17/2022,10:37 PM,8/14/2022,5:50 AM,10.86,American,434.4
2622,BGW,,3/17/2022,1:23 PM,12/22/2022,4:19 PM,16.28,Qatar Airways,763.65
6919,DQA,SJQ,5/15/2022,7:30 AM,7/27/2022,12:07 PM,14.03,Delta,306.14
8960,JEG,SDN,12/21/2022,11:52 AM,12/27/2022,9:00 AM,11.07,Southwest,230.88
8671,KKB,YQL,4/29/2021,12:03 PM,8/28/2021,10:51 PM,16.6,British Airways,956.94
5846,TOX,,2/23/2021,7:44 AM,4/1/2022,9:47 PM,3.82,Southwest,131.0
6637,LCR,GDM,5/27/2021,5:26 PM,6/24/2021,6:42 PM,11.77,Emirates,526.63
8371,YKT,ZCL,10/9/2022,3:04 AM,8/20/2022,3:07 PM,12.82,Air France,234.66
6537,BTH,YHE,1/29/2022,8:03 PM,,11:25 AM,18.15,British Airways,
8957,AVR,EWY,6/11/2022,11:58 AM,2/25/2021,10:02 PM,2.5,JetBlue,503.18
5494,YLC,SUD,9/28/2022,,7/4/2022,2:53 PM,23.38,United,
8442,,MIU,7/23/2022,12:54 AM,12/24/2022,11:55 PM,6.7,Emirates,366.39
1609,APH,0,12/21/2022,6:43 AM,10/9/2022,7:30 AM,18.66,Southwest,744.24
7088,,LYK,6/7/2022,6:03 AM,12/29/2022,12:18 PM,4.1,,268.49
8789,HSI,FOK,11/1/2021,6:50 AM,10/17/2021,6:07 PM,15.82,American,689.75
4567,CAV,OND,7/28/2022,1:26 AM,4/14/2021,5:27 PM,14.26,Delta,929.99
4088,YHY,WRE,,2:22 PM,11/22/2021,4:29 AM,3.41,Southwest,343.4
4474,,OND,8/1/2021,4:33 AM,11/23/2021,7:35 PM,20.66,Delta,753.16
9671,TQN,TSU,1/11/2021,4:22 PM,11/7/2022,7:30 PM,22.72,Lufthansa,727.45
5417,YQB,ROA,9/6/2021,2:53 PM,11/13/2022,1:30 PM,9.18,,
7522,RIN,DNQ,12/1/2022,12:55 PM,4/4/2022,5:59 AM,23.07,British Airways,218.2
5164,HUJ,GRK,5/14/2021,11:39 AM,5/19/2021,10:19 AM,20.94,JetBlue,178.11
4396,,KTQ,10/13/2021,11:24 PM,1/16/2021,1:05 PM,9.42,Southwest,829.09
8576,,MNK,2/11/2021,2:10 PM,1/27/2022,9:23 PM,13.29,Delta,156.29
1320,PZL,RPM,8/21/2021,2:50 PM,1/12/2021,11:55 PM,5.64,JetBlue,597.48
5815,GLT,PVL,1/8/2021,1:18 AM,4/8/2021,5:05 PM,5.22,Air France,408.92
2895,YRO,,11/28/2022,8:52 PM,10/6/2021,6:59 AM,14.63,Qatar Airways,702.32
2297,GES,FMG,10/1/2022,11:16 AM,4/26/2022,8:10 AM,1.39,United,787.74
3022,WRT,GNR,10/20/2022,5:19 PM,1/31/2021,6:14 AM,15.2,JetBlue,90.63
3042,TRE,YMG,5/26/2021,11:42 PM,5/12/2022,8:58 AM,18.62,Lufthansa,87.75
3598,VCA,LLA,1/7/2021,6:11 PM,4/29/2021,12:28 PM,13.44,Qatar Airways,540.35
2615,TUC,ACU,12/2/2021,8:06 AM,1/13/2021,9:49 PM,18.53,British Airways,903.17
7963,AML,WAR,8/9/2022,8:56 AM,8/5/2021,7:46 PM,22.56,American,
4055,QNC,XBN,11/15/2021,10:08 PM,8/15/2022,1:14 AM,,United,133.51
6099,PAL,LZU,1/8/2021,8:21 AM,11/24/2021,8:29 PM,10.66,American,282.55
4675,CIZ,TRB,6/6/2022,8:55 PM,7/28/2021,6:13 AM,23.44,American,203.83
1082,YOW,KKQ,1/31/2022,6:36 AM,8/31/2022,9:03 PM,16.05,Air France,279.73
2367,HBU,CKX,3/30/2021,11:04 PM,10/18/2022,12:09 AM,17.99,Qatar Airways,777.25
2299,MDO,MNP,11/10/2022,6:15 AM,9/8/2022,6:52 AM,18.86,British Airways,811.33
1417,HER,UBJ,,7:04 PM,8/29/2022,10:57 AM,11.78,Air France,108.55
8146,YCU,KNZ,5/12/2022,9:29 AM,10/24/2022,11:50 AM,7.73,Emirates,893.68
6170,BEK,MXG,1/25/2021,6:26 AM,3/21/2022,12:40 AM,12.08,United,687.72
9852,MYT,ESE,9/29/2022,3:41 PM,4/5/2022,12:36 PM,14.3,British Airways,103.88
1528,BZH,LDG,10/5/2021,4:10 PM,12/30/2021,8:59 PM,3.93,Lufthansa,187.09
4466,NSL,CUJ,9/9/2021,12:04 AM,5/26/2021,11:17 PM,1.97,Air France,467.76
6181,XKY,ANY,10/2/2022,12:53 AM,12/3/2021,1:52 AM,2.08,United,616.05
4589,QUG,LVO,5/27/2022,,12/6/2022,11:14 PM,16.86,American,176.91
1511,VIN,MUX,2/1/2022,9:10 PM,8/14/2021,5:29 PM,19.46,Lufthansa,513.09
5075,KEC,,11/28/2022,5:21 PM,7/4/2022,3:28 AM,,Air France,377.74
9021,HMJ,HSJ,2/28/2021,7:31 AM,9/27/2021,12:48 PM,13.61,Air France,447.89
8238,ZBR,YKT,5/22/2022,6:19 AM,12/28/2021,7:14 PM,21.73,British Airways,258.64
1081,LLI,NEJ,2/15/2021,7:22 AM,6/27/2021,7:54 PM,7.12,United,230.84
2653,,SGI,5/3/2021,6:53 AM,1/25/2022,3:19 AM,18.19,British Airways,647.17
4807,MGF,PSU,11/28/2021,9:21 AM,7/13/2021,3:30 AM,19.79,Lufthansa,235.14
6897,SYH,PRO,2/25/2021,12:33 PM,10/18/2021,12:59 AM,13.64,Southwest,596.2
6638,FKB,OKP,,4:58 PM,,3:31 AM,17.82,Lufthansa,294.07
1977,UKI,TZX,7/5/2021,6:10 PM,4/3/2022,6:08 AM,4.24,Air France,646.12
4524,,G HB,2/26/2022,12:42 PM,5/24/2022,12:17 AM,4.13,Qatar Airways,857.03
6098,HOK,RGO,1/30/2022,9:19 AM,8/10/2021,2:23 PM,14.34,Qatar Airways,804.26
1036,UBI,MTB,9/30/2021,8:36 PM,9/1/2021,1:16 PM,13.75,United,492.68
,OUE,BFQ,11/9/2022,4:19 AM,2/17/2022,1:17 AM,7.13,British Airways,715.66
3515,NDE,PUC,12/11/2022,4:04 PM,4/27/2021,2:37 PM,5.88,Delta,96.2
8365,SYW,ULB,9/26/2022,5:26 PM,1/15/2022,4:22 AM,9.17,British Airways,627.09
9296,NYW,MYL,9/4/2022,6:10 PM,6/23/2022,5:33 PM,19.5,Emirates,515.53
9006,SAS,EPU,7/12/2021,9:08 PM,10/19/2021,11:08 PM,12.91,Emirates,157.57
1249,MBW,WVK,11/15/2021,8:13 PM,11/13/2021,8:24 PM,1.28,Air France,898.39
3452,ALB,TUU,9/14/2021,2:38 PM,8/4/2021,2:03 PM,22.82,JetBlue,727.9
5454,BNI,NDJ,12/1/2022,1:23 PM,1/17/2021,10:32 AM,15.63,,692.82
1102,WJR,IXC,10/15/2021,,12/31/2021,5:38 PM,21.93,United,351.04
6715,YAG,SWG,9/11/2021,9:06 AM,7/19/2022,7:37 PM,12.3,Emirates,799.42
6266,NLO,EMS,7/12/2022,1:50 AM,8/6/2021,7:21 PM,18.78,Southwest,
7339,TUH,DLU,3/26/2022,4:29 AM,10/3/2021,6:22 AM,6.13,,730.19
4021,YLD,ERL,4/26/2021,7:10 PM,10/5/2021,3:19 PM,12.08,Qatar Airways,506.86
6541,IZA,SHF,2/18/2021,9:33 PM,8/16/2022,11:47 PM,4.6,Delta,418.66
1988,RDM,PNR,1/27/2021,9:06 PM,2/10/2021,10:03 PM,21.14,JetBlue,985.63
3424,AHS,KER,5/27/2021,1:56 PM,4/10/2022,4:20 AM,,JetBlue,483.04
3019,RAT,OLF,2/27/2021,6:46 AM,7/11/2022,7:52 AM,20.07,British Airways,131.88
8831,MEV,LBL,7/10/2021,2:51 AM,8/16/2022,12:02 AM,2.48,American,
8202,KLK,KOV,12/29/2021,10:27 PM,6/21/2021,1:02 AM,5.61,Southwest,944.97
6838,PBI,LAA,1/25/2021,12:49 AM,11/19/2022,11:01 PM,11.01,Southwest,276.5
8421,BQA,WJU,2/5/2022,2:11 AM,3/1/2022,5:22 AM,15.97,British Airways,466.23
4523,TSP,SUY,2/20/2022,3:07 AM,3/20/2021,2:20 AM,1.87,Emirates,855.65
9320,HII,KCK, 10 /15/2021,9:26 AM,1/15/2021,12:13 AM,17.96,,895.15
7893,RNZ,GMN,3/6/2022,12:51 AM,4/16/2022,,23.24,American,881.08
9259,SUY,,1/14/2022,8:09 AM,2/15/2022,10:16 PM,7.38,Qatar Airways,264.9
5359,RHE,KRN,2/5/2022,3:59 PM,5/1/2021,1:52 AM,2.72,JetBlue,274.27
5407,PPB,UMM,5/23/2022,7:54 AM,7/12/2021,5:10 PM,,United,177.27
2462,KNX,ARF,9/19/2021,12:28 AM,1/27/2022,1:53 PM,9.71,Southwest,487.78
7813,CCT,,10/20/2022,10:57 PM,9/28/2021,9:05 AM,12.47,United,457.24
3707,YON,ANJ,2/15/2021,11:39 AM,11/29/2022,10:37 AM,5.48,Emirates,587.95
1383,DHA,,2/2/2021,3:39 PM,3/18/2022,10:52 PM,6.34,Southwest,637.11
5203,VIX,NFL,10/21/2021,8:38 AM,3/17/2022,7:34 AM,18.3,Southwest,552.8
9814,CHY,HTZ,,,12/12/2022,10:15 PM,9.53,American,497.82
7533,FRY,TNQ,3/19/2021,4:45 PM,4/9/2021,4:50 PM,19.93,JetBlue,419.41
5157,QDB,ARJ,11/24/2021,5:49 AM,3/7/2022,3:13 AM,14.64,United,500.56
4636,,CHR,11/26/2021,5:35 AM,10/11/2022,8:42 PM,6.7,American,763.82
9934,BLT,HAT,6/16/2021,9:13 PM,10/20/2021,8:37 AM,18.95,JetBlue,765.19
1606,NYK,WLR,3/12/2021,7:42 AM,7/18/2022,11:47 PM,23.41,Delta,508.28
7453,EIN,GRN,3/15/2022,7:01 PM,7/3/2022,11:47 AM,16.74,,335.44
1659,OGZ,AYO,,11:07 PM,6/16/2022,6:21 PM,10.86,British Airways,511.51
8738,GDJ,SHG,8/13/2021,6:58 AM,8/25/2022,1:20 AM,20.08,Qatar Airways,199.03
4502,BGL,SCS,6/2/2022,2:17 AM,10/9/2022,7:04 AM,8.24,Air France,
